file_name,model_type,prompt_detail,temp,completion_id,compiled,passed_bench,correct,first CT,Levenshtein distance,area
completions_gpt3.5/completion_M_t0.7_58.v,gpt3.5,M,0.7,58,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_59.v,gpt3.5,M,0.7,59,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_60.v,gpt3.5,M,0.7,60,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_61.v,gpt3.5,M,0.7,61,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_62.v,gpt3.5,M,0.7,62,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_63.v,gpt3.5,M,0.7,63,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_64.v,gpt3.5,M,0.7,64,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_65.v,gpt3.5,M,0.7,65,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_66.v,gpt3.5,M,0.7,66,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_67.v,gpt3.5,M,0.7,67,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_68.v,gpt3.5,M,0.7,68,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_69.v,gpt3.5,M,0.7,69,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_70.v,gpt3.5,M,0.7,70,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_71.v,gpt3.5,M,0.7,71,1,1,0,"XXXXXX13XXXXXXXXXXXXXXXXXXXXXXXX
",2871,35.635201
completions_gpt3.5/completion_M_t0.7_72.v,gpt3.5,M,0.7,72,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_gpt3.5/completion_M_t0.7_73.v,gpt3.5,M,0.7,73,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_74.v,gpt3.5,M,0.7,74,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_75.v,gpt3.5,M,0.7,75,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_76.v,gpt3.5,M,0.7,76,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_77.v,gpt3.5,M,0.7,77,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_78.v,gpt3.5,M,0.7,78,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_79.v,gpt3.5,M,0.7,79,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_80.v,gpt3.5,M,0.7,80,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_81.v,gpt3.5,M,0.7,81,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_82.v,gpt3.5,M,0.7,82,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_83.v,gpt3.5,M,0.7,83,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_84.v,gpt3.5,M,0.7,84,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_gpt3.5/completion_M_t0.7_85.v,gpt3.5,M,0.7,85,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_86.v,gpt3.5,M,0.7,86,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_87.v,gpt3.5,M,0.7,87,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_gpt3.5/completion_M_t0.7_88.v,gpt3.5,M,0.7,88,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_89.v,gpt3.5,M,0.7,89,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_90.v,gpt3.5,M,0.7,90,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_91.v,gpt3.5,M,0.7,91,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_92.v,gpt3.5,M,0.7,92,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_93.v,gpt3.5,M,0.7,93,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_94.v,gpt3.5,M,0.7,94,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_95.v,gpt3.5,M,0.7,95,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_96.v,gpt3.5,M,0.7,96,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_97.v,gpt3.5,M,0.7,97,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_98.v,gpt3.5,M,0.7,98,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t0.7_99.v,gpt3.5,M,0.7,99,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_0.v,gpt3.5,M,1.0,0,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_1.v,gpt3.5,M,1.0,1,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_2.v,gpt3.5,M,1.0,2,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_3.v,gpt3.5,M,1.0,3,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_4.v,gpt3.5,M,1.0,4,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_5.v,gpt3.5,M,1.0,5,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_6.v,gpt3.5,M,1.0,6,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_7.v,gpt3.5,M,1.0,7,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_8.v,gpt3.5,M,1.0,8,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_gpt3.5/completion_M_t1.0_9.v,gpt3.5,M,1.0,9,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_10.v,gpt3.5,M,1.0,10,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_11.v,gpt3.5,M,1.0,11,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_12.v,gpt3.5,M,1.0,12,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_13.v,gpt3.5,M,1.0,13,1,1,0,"52FC8113B5844CFF136FD98C72E2F74C
",2519,188.743684
completions_gpt3.5/completion_M_t1.0_14.v,gpt3.5,M,1.0,14,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_15.v,gpt3.5,M,1.0,15,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_16.v,gpt3.5,M,1.0,16,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_17.v,gpt3.5,M,1.0,17,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_18.v,gpt3.5,M,1.0,18,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2653,151.781377
completions_gpt3.5/completion_M_t1.0_19.v,gpt3.5,M,1.0,19,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_20.v,gpt3.5,M,1.0,20,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_21.v,gpt3.5,M,1.0,21,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_22.v,gpt3.5,M,1.0,22,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_gpt3.5/completion_M_t1.0_23.v,gpt3.5,M,1.0,23,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_24.v,gpt3.5,M,1.0,24,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_25.v,gpt3.5,M,1.0,25,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_26.v,gpt3.5,M,1.0,26,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_27.v,gpt3.5,M,1.0,27,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_28.v,gpt3.5,M,1.0,28,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_29.v,gpt3.5,M,1.0,29,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_30.v,gpt3.5,M,1.0,30,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_31.v,gpt3.5,M,1.0,31,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_32.v,gpt3.5,M,1.0,32,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_33.v,gpt3.5,M,1.0,33,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_34.v,gpt3.5,M,1.0,34,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_35.v,gpt3.5,M,1.0,35,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_36.v,gpt3.5,M,1.0,36,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_37.v,gpt3.5,M,1.0,37,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_38.v,gpt3.5,M,1.0,38,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_39.v,gpt3.5,M,1.0,39,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_40.v,gpt3.5,M,1.0,40,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_41.v,gpt3.5,M,1.0,41,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_42.v,gpt3.5,M,1.0,42,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_43.v,gpt3.5,M,1.0,43,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_44.v,gpt3.5,M,1.0,44,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_gpt3.5/completion_M_t1.0_45.v,gpt3.5,M,1.0,45,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_46.v,gpt3.5,M,1.0,46,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_47.v,gpt3.5,M,1.0,47,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_48.v,gpt3.5,M,1.0,48,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_49.v,gpt3.5,M,1.0,49,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_50.v,gpt3.5,M,1.0,50,1,1,0,"52878113B5844CFF136FD98C72E2F74C
",2518,36.962305
completions_gpt3.5/completion_M_t1.0_51.v,gpt3.5,M,1.0,51,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_52.v,gpt3.5,M,1.0,52,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_53.v,gpt3.5,M,1.0,53,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_54.v,gpt3.5,M,1.0,54,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_55.v,gpt3.5,M,1.0,55,1,1,1,"6F0FA9163F92C56027EA4D329455D7D7
",0,1781.268508
completions_gpt3.5/completion_M_t1.0_56.v,gpt3.5,M,1.0,56,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_57.v,gpt3.5,M,1.0,57,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_58.v,gpt3.5,M,1.0,58,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_59.v,gpt3.5,M,1.0,59,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_60.v,gpt3.5,M,1.0,60,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_61.v,gpt3.5,M,1.0,61,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_62.v,gpt3.5,M,1.0,62,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_63.v,gpt3.5,M,1.0,63,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_64.v,gpt3.5,M,1.0,64,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_65.v,gpt3.5,M,1.0,65,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_66.v,gpt3.5,M,1.0,66,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_67.v,gpt3.5,M,1.0,67,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_68.v,gpt3.5,M,1.0,68,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_69.v,gpt3.5,M,1.0,69,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,NA
completions_gpt3.5/completion_M_t1.0_70.v,gpt3.5,M,1.0,70,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_71.v,gpt3.5,M,1.0,71,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_72.v,gpt3.5,M,1.0,72,1,1,0,"7A7B7E08944E540256D1C2A653F03619
",2546,0.000000
completions_gpt3.5/completion_M_t1.0_73.v,gpt3.5,M,1.0,73,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_74.v,gpt3.5,M,1.0,74,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_75.v,gpt3.5,M,1.0,75,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_gpt3.5/completion_M_t1.0_76.v,gpt3.5,M,1.0,76,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_77.v,gpt3.5,M,1.0,77,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_78.v,gpt3.5,M,1.0,78,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_79.v,gpt3.5,M,1.0,79,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_80.v,gpt3.5,M,1.0,80,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_81.v,gpt3.5,M,1.0,81,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_gpt3.5/completion_M_t1.0_82.v,gpt3.5,M,1.0,82,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_83.v,gpt3.5,M,1.0,83,1,1,0,"ADXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2872,35.635201
completions_gpt3.5/completion_M_t1.0_84.v,gpt3.5,M,1.0,84,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_gpt3.5/completion_M_t1.0_85.v,gpt3.5,M,1.0,85,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_86.v,gpt3.5,M,1.0,86,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_87.v,gpt3.5,M,1.0,87,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_gpt3.5/completion_M_t1.0_88.v,gpt3.5,M,1.0,88,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_89.v,gpt3.5,M,1.0,89,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_90.v,gpt3.5,M,1.0,90,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_gpt3.5/completion_M_t1.0_91.v,gpt3.5,M,1.0,91,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_92.v,gpt3.5,M,1.0,92,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_93.v,gpt3.5,M,1.0,93,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_94.v,gpt3.5,M,1.0,94,1,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_95.v,gpt3.5,M,1.0,95,1,1,0,"528781XXB584XXFF13XXD98CXXE2F74C
",2608,84.934656
completions_gpt3.5/completion_M_t1.0_96.v,gpt3.5,M,1.0,96,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_97.v,gpt3.5,M,1.0,97,0,0,0,NA,NA,NA
completions_gpt3.5/completion_M_t1.0_98.v,gpt3.5,M,1.0,98,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,10.616832
completions_gpt3.5/completion_M_t1.0_99.v,gpt3.5,M,1.0,99,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_0.v,gpt3.5,H,0.1,0,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_1.v,gpt3.5,H,0.1,1,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_2.v,gpt3.5,H,0.1,2,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_3.v,gpt3.5,H,0.1,3,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_4.v,gpt3.5,H,0.1,4,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_5.v,gpt3.5,H,0.1,5,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_6.v,gpt3.5,H,0.1,6,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_7.v,gpt3.5,H,0.1,7,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_8.v,gpt3.5,H,0.1,8,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_9.v,gpt3.5,H,0.1,9,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_10.v,gpt3.5,H,0.1,10,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_11.v,gpt3.5,H,0.1,11,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_12.v,gpt3.5,H,0.1,12,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_13.v,gpt3.5,H,0.1,13,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_14.v,gpt3.5,H,0.1,14,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_15.v,gpt3.5,H,0.1,15,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_16.v,gpt3.5,H,0.1,16,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_17.v,gpt3.5,H,0.1,17,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_18.v,gpt3.5,H,0.1,18,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_19.v,gpt3.5,H,0.1,19,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_20.v,gpt3.5,H,0.1,20,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_21.v,gpt3.5,H,0.1,21,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_22.v,gpt3.5,H,0.1,22,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_23.v,gpt3.5,H,0.1,23,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_24.v,gpt3.5,H,0.1,24,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_25.v,gpt3.5,H,0.1,25,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_26.v,gpt3.5,H,0.1,26,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_27.v,gpt3.5,H,0.1,27,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_28.v,gpt3.5,H,0.1,28,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_29.v,gpt3.5,H,0.1,29,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_30.v,gpt3.5,H,0.1,30,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_31.v,gpt3.5,H,0.1,31,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_32.v,gpt3.5,H,0.1,32,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_33.v,gpt3.5,H,0.1,33,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_34.v,gpt3.5,H,0.1,34,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_35.v,gpt3.5,H,0.1,35,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_36.v,gpt3.5,H,0.1,36,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_37.v,gpt3.5,H,0.1,37,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_38.v,gpt3.5,H,0.1,38,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_39.v,gpt3.5,H,0.1,39,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_40.v,gpt3.5,H,0.1,40,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_41.v,gpt3.5,H,0.1,41,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_42.v,gpt3.5,H,0.1,42,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_43.v,gpt3.5,H,0.1,43,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_44.v,gpt3.5,H,0.1,44,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_45.v,gpt3.5,H,0.1,45,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_46.v,gpt3.5,H,0.1,46,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_47.v,gpt3.5,H,0.1,47,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_48.v,gpt3.5,H,0.1,48,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_49.v,gpt3.5,H,0.1,49,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_50.v,gpt3.5,H,0.1,50,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_51.v,gpt3.5,H,0.1,51,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_52.v,gpt3.5,H,0.1,52,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_53.v,gpt3.5,H,0.1,53,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_54.v,gpt3.5,H,0.1,54,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_55.v,gpt3.5,H,0.1,55,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_56.v,gpt3.5,H,0.1,56,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_57.v,gpt3.5,H,0.1,57,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_58.v,gpt3.5,H,0.1,58,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_59.v,gpt3.5,H,0.1,59,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_60.v,gpt3.5,H,0.1,60,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_61.v,gpt3.5,H,0.1,61,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_62.v,gpt3.5,H,0.1,62,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_63.v,gpt3.5,H,0.1,63,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_64.v,gpt3.5,H,0.1,64,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_65.v,gpt3.5,H,0.1,65,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_66.v,gpt3.5,H,0.1,66,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_67.v,gpt3.5,H,0.1,67,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_68.v,gpt3.5,H,0.1,68,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_69.v,gpt3.5,H,0.1,69,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_70.v,gpt3.5,H,0.1,70,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_71.v,gpt3.5,H,0.1,71,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_72.v,gpt3.5,H,0.1,72,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_73.v,gpt3.5,H,0.1,73,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_74.v,gpt3.5,H,0.1,74,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_75.v,gpt3.5,H,0.1,75,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_76.v,gpt3.5,H,0.1,76,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_77.v,gpt3.5,H,0.1,77,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_78.v,gpt3.5,H,0.1,78,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_79.v,gpt3.5,H,0.1,79,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_80.v,gpt3.5,H,0.1,80,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_81.v,gpt3.5,H,0.1,81,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_82.v,gpt3.5,H,0.1,82,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_83.v,gpt3.5,H,0.1,83,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_84.v,gpt3.5,H,0.1,84,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_85.v,gpt3.5,H,0.1,85,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_86.v,gpt3.5,H,0.1,86,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_87.v,gpt3.5,H,0.1,87,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_88.v,gpt3.5,H,0.1,88,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_89.v,gpt3.5,H,0.1,89,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_90.v,gpt3.5,H,0.1,90,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_91.v,gpt3.5,H,0.1,91,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_92.v,gpt3.5,H,0.1,92,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_93.v,gpt3.5,H,0.1,93,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_94.v,gpt3.5,H,0.1,94,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_95.v,gpt3.5,H,0.1,95,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_96.v,gpt3.5,H,0.1,96,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_97.v,gpt3.5,H,0.1,97,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_98.v,gpt3.5,H,0.1,98,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.1_99.v,gpt3.5,H,0.1,99,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.3_0.v,gpt3.5,H,0.3,0,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.3_1.v,gpt3.5,H,0.3,1,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.3_2.v,gpt3.5,H,0.3,2,0,0,0,NA,NA,NA
completions_gpt3.5/completion_H_t0.3_3.v,gpt3.5,H,0.3,3,0,0,0,NA,NA,NA
